"DONOR","obsTime","obsValue","REFERENCEPERIOD"
"Belgium","2005",1.24914364646809,"2013"
"Belgium","2006",1.20629696019587,"2013"
"Belgium","2007",1.0805278196471,"2013"
"Belgium","2008",1.00564179389921,"2013"
"Belgium","2009",1.03055188763021,"2013"
"Belgium","2010",1.06202977429166,"2013"
"Belgium","2011",0.989004382767713,"2013"
"Belgium","2012",1.0483634443923,"2013"
"Belgium","2013",1,"2013"
"Bill & Melinda Gates Foundation","2009",1.06700633941259,"2013"
"Bill & Melinda Gates Foundation","2010",1.05434965355159,"2013"
"Bill & Melinda Gates Foundation","2011",1.03290223382968,"2013"
"Bill & Melinda Gates Foundation","2012",1.01426739316612,"2013"
"Bill & Melinda Gates Foundation","2013",1,"2013"
"Bulgaria","2010",1.04347826086957,"2013"
"Bulgaria","2011",0.982615268329554,"2013"
"Bulgaria","2012",1,"2013"
"Bulgaria","2013",1,"2013"
"Canada","2000",1.92334986408815,"2013"
"Canada","2001",1.97207318906987,"2013"
"Canada","2002",1.97619094025646,"2013"
"Canada","2003",1.70459943341695,"2013"
"Canada","2004",1.53378242726933,"2013"
"Canada","2005",1.38446350702007,"2013"
"Canada","2006",1.26127164283464,"2013"
"Canada","2007",1.15752240030373,"2013"
"Canada","2008",1.11508340943023,"2013"
"Canada","2009",1.20881519660925,"2013"
"Canada","2010",1.06322949245064,"2013"
"Canada","2011",0.987692593280119,"2013"
"Canada","2012",0.983199268358587,"2013"
"Canada","2013",1,"2013"
"CarDB (Caribbean Dev. Bank)","2000",1.49447236180905,"2013"
"CarDB (Caribbean Dev. Bank)","2001",1.56905210295041,"2013"
"CarDB (Caribbean Dev. Bank)","2002",1.51528662420382,"2013"
"CarDB (Caribbean Dev. Bank)","2003",1.33143090093763,"2013"
"CarDB (Caribbean Dev. Bank)","2004",1.21885245901639,"2013"
"CarDB (Caribbean Dev. Bank)","2005",1.18315940985966,"2013"
"CarDB (Caribbean Dev. Bank)","2006",1.1570351758794,"2013"
"CarDB (Caribbean Dev. Bank)","2007",1.07536090041595,"2013"
"CarDB (Caribbean Dev. Bank)","2008",1.02277691107644,"2013"
"CarDB (Caribbean Dev. Bank)","2009",1.0555883220289,"2013"
"CarDB (Caribbean Dev. Bank)","2010",1.0441868888084,"2013"
"CarDB (Caribbean Dev. Bank)","2011",0.983191104215154,"2013"
"CarDB (Caribbean Dev. Bank)","2012",1.00570749108205,"2013"
"CarDB (Caribbean Dev. Bank)","2013",1,"2013"
"Chinese Taipei","2004",1.21899536698366,"2013"
"Chinese Taipei","2005",1.18298924731183,"2013"
"Chinese Taipei","2006",1.15702429149798,"2013"
"Chinese Taipei","2007",1.07533333333333,"2013"
"Chinese Taipei","2008",1.02243495336279,"2013"
"Chinese Taipei","2009",1.05542707944797,"2013"
"Chinese Taipei","2010",1.04422905867558,"2013"
"Chinese Taipei","2011",0.983094262295082,"2013"
"Chinese Taipei","2012",1.00526272169733,"2013"
"Chinese Taipei","2013",1,"2013"
"Climate Investment Funds (CIF)","2013",1,"2013"
"Council of Europe Development Bank (CEB)","2010",1.04423076923077,"2013"
"Council of Europe Development Bank (CEB)","2011",0.983088664080525,"2013"
"Council of Europe Development Bank (CEB)","2012",1.00533218042946,"2013"
"Council of Europe Development Bank (CEB)","2013",1,"2013"
"Council of Europe Development Bank (CEB)","2014",0.994089147286822,"2013"
"Croatia","2012",1.00452342487884,"2013"
"Croatia","2013",1,"2013"
"Cyprus","2005",1.17321428571429,"2013"
"Cyprus","2006",1.15215215215215,"2013"
"Cyprus","2007",1.07170984455959,"2013"
"Cyprus","2008",1.02044025157233,"2013"
"Cyprus","2009",1.05350454788657,"2013"
"Cyprus","2010",1.04289621419318,"2013"
"Cyprus","2011",0.983866964507322,"2013"
"Cyprus","2012",1.00369856680536,"2013"
"Cyprus","2013",1,"2013"
"Czech Republic","2000",2.46890927624873,"2013"
"Czech Republic","2001",2.32990506329114,"2013"
"Czech Republic","2002",1.95317148066404,"2013"
"Czech Republic","2003",1.66044069261192,"2013"
"Czech Republic","2004",1.45590696476848,"2013"
"Czech Republic","2005",1.35548157811867,"2013"
"Czech Republic","2006",1.26876350370134,"2013"
"Czech Republic","2007",1.10142721217888,"2013"
"Czech Republic","2008",0.924011078758611,"2013"
"Czech Republic","2009",0.984904952140923,"2013"
"Czech Republic","2010",1.00294754785326,"2013"
"Czech Republic","2011",0.932029685475321,"2013"
"Czech Republic","2012",1.01499547550308,"2013"
"Czech Republic","2013",1,"2013"
"DAC Countries, Total","2000",1.46434242108883,"2013"
"DAC Countries, Total","2001",1.54335680419828,"2013"
"DAC Countries, Total","2002",1.4951977026339,"2013"
"DAC Countries, Total","2003",1.32123815970339,"2013"
"DAC Countries, Total","2004",1.21929492885113,"2013"
"DAC Countries, Total","2005",1.17677014363672,"2013"
"DAC Countries, Total","2006",1.15517999266232,"2013"
"DAC Countries, Total","2007",1.08284832300968,"2013"
"DAC Countries, Total","2008",1.02972127194538,"2013"
"DAC Countries, Total","2009",1.06120230251772,"2013"
"DAC Countries, Total","2010",1.04513974931069,"2013"
"DAC Countries, Total","2011",0.987714305867388,"2013"
"DAC Countries, Total","2012",1.00522347604082,"2013"
"DAC Countries, Total","2013",1,"2013"
"DAC EU Members + EC, Total","2000",1.73940398140492,"2013"
"DAC EU Members + EC, Total","2001",1.77034635067617,"2013"
"DAC EU Members + EC, Total","2002",1.63601139518923,"2013"
"DAC EU Members + EC, Total","2003",1.35575805169805,"2013"
"DAC EU Members + EC, Total","2004",1.20224509433845,"2013"
"DAC EU Members + EC, Total","2005",1.17707176443036,"2013"
"DAC EU Members + EC, Total","2006",1.14246094623105,"2013"
"DAC EU Members + EC, Total","2007",1.03273989664472,"2013"
"DAC EU Members + EC, Total","2008",0.975359019430982,"2013"
"DAC EU Members + EC, Total","2009",1.01996874555802,"2013"
"DAC EU Members + EC, Total","2010",1.04773816038545,"2013"
"DAC EU Members + EC, Total","2011",0.986687201095403,"2013"
"DAC EU Members + EC, Total","2012",1.04050638404543,"2013"
"DAC EU Members + EC, Total","2013",1,"2013"
"DAC EU Members, Total","2000",1.72200011314099,"2013"
"DAC EU Members, Total","2001",1.7577991726698,"2013"
"DAC EU Members, Total","2002",1.62501667341974,"2013"
"DAC EU Members, Total","2003",1.35271041750613,"2013"
"DAC EU Members, Total","2004",1.19684989189064,"2013"
"DAC EU Members, Total","2005",1.17248167199738,"2013"
"DAC EU Members, Total","2006",1.1371580301295,"2013"
"DAC EU Members, Total","2007",1.02960650227302,"2013"
"DAC EU Members, Total","2008",0.976467943064797,"2013"
"DAC EU Members, Total","2009",1.02838694621675,"2013"
"DAC EU Members, Total","2010",1.05049537408475,"2013"
"DAC EU Members, Total","2011",0.989485424347333,"2013"
"DAC EU Members, Total","2012",1.03794002669442,"2013"
"DAC EU Members, Total","2013",1,"2013"
"Denmark","2000",1.91018117447506,"2013"
"Denmark","2001",1.91663225792052,"2013"
"Denmark","2002",1.77448498950116,"2013"
"Denmark","2003",1.45727196845408,"2013"
"Denmark","2004",1.30053663864748,"2013"
"Denmark","2005",1.26553364662162,"2013"
"Denmark","2006",1.227912311381,"2013"
"Denmark","2007",1.09661564174937,"2013"
"Denmark","2008",1.00013522089409,"2013"
"Denmark","2009",1.02944711720413,"2013"
"Denmark","2010",1.04891088914755,"2013"
"Denmark","2011",0.994220353716024,"2013"
"Denmark","2012",1.04779741711274,"2013"
"Denmark","2013",1,"2013"
"EBRD","2000",1.49006211180124,"2013"
"EBRD","2001",1.57018979057592,"2013"
"EBRD","2002",1.5148076390811,"2013"
"EBRD","2003",1.33100985079786,"2013"
"EBRD","2004",1.21921590281612,"2013"
"EBRD","2005",1.1826964761256,"2013"
"EBRD","2006",1.15760111576011,"2013"
"EBRD","2007",1.07671957671958,"2013"
"EBRD","2008",1.01917341286749,"2013"
"Estonia","2000",2.72368421052632,"2013"
"Estonia","2001",2.64705882352941,"2013"
"Estonia","2002",2.3013698630137,"2013"
"Estonia","2003",1.95364238410596,"2013"
"Estonia","2004",1.67317073170732,"2013"
"Estonia","2005",1.5841726618705,"2013"
"Estonia","2006",1.40121580547112,"2013"
"Estonia","2007",1.18531889290012,"2013"
"Estonia","2008",1.02389078498294,"2013"
"Estonia","2009",1.07202216066482,"2013"
"Estonia","2010",1.10625379477839,"2013"
"Estonia","2011",1.02116402116402,"2013"
"Estonia","2012",1.07711267605634,"2013"
"Estonia","2013",1,"2013"
"EU Institutions","2000",1.80036115556527,"2013"
"EU Institutions","2001",1.8064454276678,"2013"
"EU Institutions","2002",1.67681718378658,"2013"
"EU Institutions","2003",1.36697205682236,"2013"
"EU Institutions","2004",1.21960878198148,"2013"
"EU Institutions","2005",1.19782922595921,"2013"
"EU Institutions","2006",1.16443356075184,"2013"
"EU Institutions","2007",1.04306201376954,"2013"
"EU Institutions","2008",0.971609909174986,"2013"
"EU Institutions","2009",0.995105534403759,"2013"
"EU Institutions","2010",1.03883801906705,"2013"
"EU Institutions","2011",0.979687090845052,"2013"
"EU Institutions","2012",1.04617703408555,"2013"
"EU Institutions","2013",1,"2013"
"Finland","2000",1.80170029012887,"2013"
"Finland","2001",1.79369089345943,"2013"
"Finland","2002",1.68943238417442,"2013"
"Finland","2003",1.40581330886429,"2013"
"Finland","2004",1.27027209557113,"2013"
"Finland","2005",1.25848067239617,"2013"
"Finland","2006",1.23545215466408,"2013"
"Finland","2007",1.10170728882937,"2013"
"Finland","2008",1.01459847720551,"2013"
"Finland","2009",1.03087886893389,"2013"
"Finland","2010",1.08068107023267,"2013"
"Finland","2011",1.00313939710689,"2013"
"Finland","2012",1.05745484194203,"2013"
"Finland","2013",1,"2013"
"France","2000",1.770728358848,"2013"
"France","2001",1.78596839013536,"2013"
"France","2002",1.66213366521248,"2013"
"France","2003",1.36150740641487,"2013"
"France","2004",1.2175906850291,"2013"
"France","2005",1.1946699739562,"2013"
"France","2006",1.15779518110125,"2013"
"France","2007",1.0351861314736,"2013"
"France","2008",0.959598036486973,"2013"
"France","2009",0.992923753541022,"2013"
"France","2010",1.03246323137617,"2013"
"France","2011",0.97473722647454,"2013"
"France","2012",1.04100358979308,"2013"
"France","2013",1,"2013"
"G7 Countries, Total","2000",1.29363809420623,"2013"
"G7 Countries, Total","2001",1.36825777267435,"2013"
"G7 Countries, Total","2002",1.37421538503369,"2013"
"G7 Countries, Total","2003",1.24885602625342,"2013"
"G7 Countries, Total","2004",1.16676948589837,"2013"
"G7 Countries, Total","2005",1.14103968222678,"2013"
"G7 Countries, Total","2006",1.12036144979375,"2013"
"G7 Countries, Total","2007",1.06483317369267,"2013"
"G7 Countries, Total","2008",1.02492926890788,"2013"
"G7 Countries, Total","2009",1.04257430772834,"2013"
"G7 Countries, Total","2010",1.03169736307122,"2013"
"G7 Countries, Total","2011",0.989341134954853,"2013"
"G7 Countries, Total","2012",0.999296056346866,"2013"
"G7 Countries, Total","2013",1,"2013"
"GAVI","2007",1.07533007982446,"2013"
"GAVI","2008",1.02239258770239,"2013"
"GAVI","2009",1.05536010126394,"2013"
"GAVI","2010",1.04422899353647,"2013"
"GAVI","2011",0.983096975599344,"2013"
"GAVI","2012",1.00527088486001,"2013"
"GAVI","2013",1,"2013"
"GEF","2001",1.56973513028761,"2013"
"GEF","2002",1.51496178783895,"2013"
"GEF","2003",1.33095639992192,"2013"
"GEF","2004",1.21896107829774,"2013"
"GEF","2005",1.18289855509789,"2013"
"GEF","2006",1.15699950066846,"2013"
"GEF","2007",1.07536176398452,"2013"
"GEF","2008",1.02235797050828,"2013"
"GEF","2009",1.05535518146622,"2013"
"GEF","2010",1.04413589526334,"2013"
"GEF","2011",0.983241552386503,"2013"
"GEF","2012",1.00524478269745,"2013"
"GEF","2013",1,"2013"
"Germany","2000",1.6831981530936,"2013"
"Germany","2001",1.70919158755157,"2013"
"Germany","2002",1.60305929504617,"2013"
"Germany","2003",1.32136858680846,"2013"
"Germany","2004",1.18889412617839,"2013"
"Germany","2005",1.1809181633013,"2013"
"Germany","2006",1.16563438322001,"2013"
"Germany","2007",1.05110547028314,"2013"
"Germany","2008",0.989390319050892,"2013"
"Germany","2009",1.00619988855681,"2013"
"Germany","2010",1.05051154163262,"2013"
"Germany","2011",0.98980253840633,"2013"
"Germany","2012",1.05404519935854,"2013"
"Germany","2013",1,"2013"
"Global Fund","2003",1.33081744914929,"2013"
"Global Fund","2004",1.21906346606129,"2013"
"Global Fund","2005",1.18297394395682,"2013"
"Global Fund","2006",1.15706143767634,"2013"
"Global Fund","2007",1.07533878620758,"2013"
"Global Fund","2008",1.02242827909402,"2013"
"Global Fund","2009",1.05541552974744,"2013"
"Global Fund","2010",1.0442175928142,"2013"
"Global Fund","2011",0.983107326866791,"2013"
"Global Fund","2012",1.00528946352022,"2013"
"Global Fund","2013",1,"2013"
"Global Green Growth Institute (GGGI)","2013",1,"2013"
"Greece","2000",1.87794065301103,"2013"
"Greece","2001",1.8915875382563,"2013"
"Greece","2002",1.73853772037109,"2013"
"Greece","2003",1.40436342719404,"2013"
"Greece","2004",1.23812590250946,"2013"
"Greece","2005",1.21364824376873,"2013"
"Greece","2006",1.16209489063539,"2013"
"Greece","2007",1.03003147517103,"2013"
"Greece","2008",0.937791728664316,"2013"
"Greece","2009",0.946011968893677,"2013"
"Greece","2010",0.985493851335474,"2013"
"Greece","2011",0.933637800047618,"2013"
"Greece","2012",1.00870850100604,"2013"
"Greece","2013",1,"2013"
"Hungary","2003",1.4242503945292,"2013"
"Hungary","2004",1.22692414302873,"2013"
"Hungary","2005",1.17986175443597,"2013"
"Hungary","2006",1.20217004048583,"2013"
"Hungary","2007",0.995415019762846,"2013"
"Hungary","2008",0.908255123539552,"2013"
"Hungary","2009",1.0006202191441,"2013"
"Hungary","2010",1.0098930173703,"2013"
"Hungary","2011",0.957733990147783,"2013"
"Hungary","2012",1.03174114021572,"2013"
"Hungary","2013",1,"2013"
"IAEA","2006",1.15675018058777,"2013"
"IAEA","2007",1.07530108892224,"2013"
"IAEA","2008",1.02215271389144,"2013"
"IAEA","2009",1.05439175257732,"2013"
"IAEA","2010",1.04415476532797,"2013"
"IAEA","2011",0.983654267830802,"2013"
"IAEA","2012",1.00265219012888,"2013"
"IAEA","2013",1,"2013"
"Iceland","2000",1.22929500342231,"2013"
"Iceland","2001",1.39989888776542,"2013"
"Iceland","2002",1.24345969033636,"2013"
"Iceland","2003",1.03573200992556,"2013"
"Iceland","2004",0.924859110832811,"2013"
"Iceland","2005",0.800400739827374,"2013"
"Iceland","2006",0.817006950477845,"2013"
"Iceland","2007",0.71866156151157,"2013"
"Iceland","2008",0.915521099744246,"2013"
"Iceland","2009",1.14870180959874,"2013"
"Iceland","2010",1.08141617302659,"2013"
"Iceland","2011",1,"2013"
"Iceland","2012",1.04352856109906,"2013"
"Iceland","2013",1,"2013"
"IDA","2000",1.49413534145338,"2013"
"IDA","2001",1.56962290804963,"2013"
"IDA","2002",1.51486269252118,"2013"
"IDA","2003",1.33080944646492,"2013"
"IDA","2004",1.21898712599885,"2013"
"IDA","2005",1.18299380539654,"2013"
"IDA","2006",1.15702721189876,"2013"
"IDA","2007",1.07534343806617,"2013"
"IDA","2008",1.02244372927594,"2013"
"IDA","2009",1.05541679032115,"2013"
"IDA","2010",1.0442203815903,"2013"
"IDA","2011",0.983098626999409,"2013"
"IDA","2012",1.005282532265,"2013"
"IDA","2013",1,"2013"
"IDB Sp.Fund","2000",1.49414535226009,"2013"
"IDB Sp.Fund","2001",1.5694963193966,"2013"
"IDB Sp.Fund","2002",1.5148598243292,"2013"
"IDB Sp.Fund","2003",1.33086724208796,"2013"
"IDB Sp.Fund","2004",1.21910306001302,"2013"
"IDB Sp.Fund","2005",1.1830133194949,"2013"
"IDB Sp.Fund","2006",1.15703244318971,"2013"
"IDB Sp.Fund","2007",1.07534673523453,"2013"
"IDB Sp.Fund","2008",1.02250201775626,"2013"
"IDB Sp.Fund","2009",1.05542536664999,"2013"
"IDB Sp.Fund","2010",1.04420182505106,"2013"
"IDB Sp.Fund","2011",0.983101213971848,"2013"
"IDB Sp.Fund","2012",1.00528006754681,"2013"
"IDB Sp.Fund","2013",1,"2013"
"IFAD","2000",1.49411909708772,"2013"
"IFAD","2001",1.56978521803624,"2013"
"IFAD","2002",1.51479864970846,"2013"
"IFAD","2003",1.33068243055669,"2013"
"IFAD","2004",1.21885013556815,"2013"
"IFAD","2005",1.18296730546689,"2013"
"IFAD","2006",1.15695092284688,"2013"
"IFAD","2007",1.0752359431078,"2013"
"IFAD","2008",1.02266701628646,"2013"
"IFAD","2009",1.05554394800796,"2013"
"IFAD","2010",1.04416689614739,"2013"
"IFAD","2011",0.983049512747318,"2013"
"IFAD","2012",1.00528070994337,"2013"
"IFAD","2013",1,"2013"
"IMF (Concessional Trust Funds)","2000",1.49385218213755,"2013"
"IMF (Concessional Trust Funds)","2001",1.56959489841802,"2013"
"IMF (Concessional Trust Funds)","2002",1.51489484682762,"2013"
"IMF (Concessional Trust Funds)","2003",1.33086195756456,"2013"
"IMF (Concessional Trust Funds)","2004",1.21909204436935,"2013"
"IMF (Concessional Trust Funds)","2005",1.18300123165643,"2013"
"IMF (Concessional Trust Funds)","2006",1.15706451741399,"2013"
"IMF (Concessional Trust Funds)","2007",1.07539452605747,"2013"
"IMF (Concessional Trust Funds)","2008",1.0224348399868,"2013"
"IMF (Concessional Trust Funds)","2009",1.05540466245989,"2013"
"IMF (Concessional Trust Funds)","2010",1.0442155084929,"2013"
"IMF (Concessional Trust Funds)","2011",0.983107466752817,"2013"
"IMF (Concessional Trust Funds)","2012",1.00528705604279,"2013"
"IMF (Concessional Trust Funds)","2013",1,"2013"
"IMF (Concessional Trust Funds)","2014",0.994045961464508,"2013"
"Ireland","2000",1.7834456901835,"2013"
"Ireland","2001",1.7191996933239,"2013"
"Ireland","2002",1.54983255122711,"2013"
"Ireland","2003",1.24266348991303,"2013"
"Ireland","2004",1.10139235747469,"2013"
"Ireland","2005",1.06923268027478,"2013"
"Ireland","2006",1.02824623624783,"2013"
"Ireland","2007",0.924156846177022,"2013"
"Ireland","2008",0.898258489415871,"2013"
"Ireland","2009",0.968776832100788,"2013"
"Ireland","2010",1.03507384089686,"2013"
"Ireland","2011",0.977100258493353,"2013"
"Ireland","2012",1.04323229792919,"2013"
"Ireland","2013",1,"2013"
"Isl.Dev Bank","2000",1.49662618083671,"2013"
"Isl.Dev Bank","2001",1.56987359550562,"2013"
"Isl.Dev Bank","2002",1.51470167064439,"2013"
"Isl.Dev Bank","2003",1.33024812918472,"2013"
"Isl.Dev Bank","2004",1.21905709665381,"2013"
"Isl.Dev Bank","2005",1.18325894067261,"2013"
"Isl.Dev Bank","2006",1.15709838888065,"2013"
"Isl.Dev Bank","2007",1.07541592920354,"2013"
"Isl.Dev Bank","2008",1.02228944166554,"2013"
"Isl.Dev Bank","2009",1.05543335549985,"2013"
"Isl.Dev Bank","2010",1.04417511570531,"2013"
"Isl.Dev Bank","2011",0.982992016660882,"2013"
"Isl.Dev Bank","2012",1.00523059900417,"2013"
"Isl.Dev Bank","2013",1,"2013"
"Isl.Dev Bank","2014",0.994053589339447,"2013"
"Israel","2000",1.44064007719524,"2013"
"Israel","2001",1.46268257926612,"2013"
"Israel","2002",1.578294950477,"2013"
"Israel","2003",1.52201334437247,"2013"
"Israel","2004",1.49550943523159,"2013"
"Israel","2005",1.48177074787517,"2013"
"Israel","2006",1.45355625410204,"2013"
"Israel","2007",1.32998745294856,"2013"
"Israel","2008",1.13746134105416,"2013"
"Israel","2009",1.19781782518083,"2013"
"Israel","2010",1.12203936622019,"2013"
"Israel","2011",1.05547378940674,"2013"
"Israel","2012",1.09090543986827,"2013"
"Israel","2013",1,"2013"
"Italy","2000",1.89079324385462,"2013"
"Italy","2001",1.89121426771565,"2013"
"Italy","2002",1.73773290281601,"2013"
"Italy","2003",1.40474155359583,"2013"
"Italy","2004",1.24615131984072,"2013"
"Italy","2005",1.22251750660085,"2013"
"Italy","2006",1.18838726916921,"2013"
"Italy","2007",1.06337979610983,"2013"
"Italy","2008",0.984504478408788,"2013"
"Italy","2009",1.00017343318881,"2013"
"Italy","2010",1.04850165878066,"2013"
"Italy","2011",0.984016945537669,"2013"
"Italy","2012",1.04781291317761,"2013"
"Italy","2013",1,"2013"
"Japan","2000",0.935935807906027,"2013"
"Japan","2001",1.06780663512633,"2013"
"Japan","2002",1.11824169447502,"2013"
"Japan","2003",1.05230720124467,"2013"
"Japan","2004",0.995064296897002,"2013"
"Japan","2005",1.02663415599723,"2013"
"Japan","2006",1.09745809565682,"2013"
"Japan","2007",1.12084725446433,"2013"
"Japan","2008",0.998033912038416,"2013"
"Japan","2009",0.90533727630603,"2013"
"Japan","2010",0.869648399252292,"2013"
"Japan","2011",0.804373533290221,"2013"
"Japan","2012",0.812476956942918,"2013"
"Japan","2013",1,"2013"
"Korea","2000",1.37964269390513,"2013"
"Korea","2001",1.52067535361664,"2013"
"Korea","2002",1.42846420029515,"2013"
"Korea","2003",1.31557468279291,"2013"
"Korea","2004",1.22903258759832,"2013"
"Korea","2005",1.08824870696847,"2013"
"Korea","2006",1.01231262224211,"2013"
"Korea","2007",0.965843639287965,"2013"
"Korea","2008",1.12028974571795,"2013"
"Korea","2009",1.24170265675114,"2013"
"Korea","2010",1.09137992112729,"2013"
"Korea","2011",1.02950748243698,"2013"
"Korea","2012",1.03655715051955,"2013"
"Korea","2013",1,"2013"
"Kuwait (KFAED)","2000",1.49409031905445,"2013"
"Kuwait (KFAED)","2001",1.56969368811881,"2013"
"Kuwait (KFAED)","2002",1.51418376449599,"2013"
"Kuwait (KFAED)","2003",1.33082504703037,"2013"
"Kuwait (KFAED)","2004",1.21951650348239,"2013"
"Kuwait (KFAED)","2005",1.1827711575736,"2013"
"Kuwait (KFAED)","2006",1.15724183437809,"2013"
"Kuwait (KFAED)","2007",1.07528475063585,"2013"
"Kuwait (KFAED)","2008",1.02255592742646,"2013"
"Kuwait (KFAED)","2009",1.05544124756861,"2013"
"Kuwait (KFAED)","2010",1.0444248929556,"2013"
"Kuwait (KFAED)","2011",0.982979802247951,"2013"
"Kuwait (KFAED)","2012",1.00537792118901,"2013"
"Kuwait (KFAED)","2013",1,"2013"
